source,target
Repente40,_Janoninho
EsdrasBas,Kaiqueporto32
SimonepbiSimone,sabinanogueira1
sheila_sadaf,Suzano_info
Repente40,CrisSilvaSJC
babyceara,aquiflavio
E_PaKabah,Julyanaadm
madelcostas,joaodomenech
Marilyn45591155,cesarcalejon1
Repente40,daniduncan
MarizaSantiago5,xavante21
Repente40,joaodomenech
Marilyn45591155,marcosaraujjoo
Repente40,zurenemanique
Marilyn45591155,daniduncan
anabelarosa8,_Janoninho
tatianedures,Kaiqueporto32
Repente40,DielNascimento4
Marilyn45591155,nadiaprado7
Repente40,marcosaraujjoo
Arnaldo96251489,julyylacerda
celsoli66372142,consallys
lidibatidao,_Janoninho
Repente40,joaodomenech
debscsantos,cesarcalejon1
Juliana110174,Wallcostajf
Repente40,M_Cristian18
Repente40,_Janoninho
debscsantos,_Janoninho
celsoli66372142,cervejadgarrafa
reyjbr2004,lazarorosa25
Repente40,CarlosS48442375
AlineGigena,joaodomenech
mal_contado,Wallcostajf
efbastos,OliverNoronha
Repente40,joaodomenech
Repente40,cassiooliveir_
SimonepbiSimone,GabryelyOlivei1
Repente40,AngelJones_13
Repente40,fonncllau10
sheila_sadaf,Wallcostajf
celsoli66372142,marcosaraujjoo
Repente40,RonnyCombate
andrejdb1,MauricioCostaRS
danielmarks17,_Janoninho
maratonmaia,Sampafalke
Juliana110174,linapaulaqueir1
andrejdb1,JoaquinTeixeira
Repente40,oicram2016
Juliana110174,izaiaasp
vpmscelso,almacigana7
wandafolter1950,Wallcostajf
Repente40,Rosaniba
Repente40,_Janoninho
tatianedures,KaiolOof
Repente40,LulaSilvaLivre
babyceara,Julyanaadm
Repente40,MarcianoBrito13
Repente40,TiciaEvans
Repente40,giordano_girl
MariaSi25970757,_Janoninho
Repente40,marcosaraujjoo
tatianedures,Wallcostajf
Arnaldo96251489,rafurss
Repente40,joaodomenech
andrejdb1,JoaquinTeixeira
Repente40,didizinhailha
Repente40,MarcianoBrito13
Paty501263321,sabinanogueira1
marcelovelacb,Wallcostajf
Repente40,_Janoninho
Repente40,Dan_SK
sheila_sadaf,aro_marcia
Claudialula13,_Janoninho
Repente40,elianeespindo14
Repente40,danielmarks17
Repente40,eliiwelton
LKurudez,_Janoninho
jeorgitogomes,lazarorosa25
Repente40,Cro_thom
jeorgitogomes,cesarcalejon1
GLAUCIBARROS15,joaodomenech
Repente40,sorayabborges
jeorgitogomes,_Janoninho
tatianedures,MauricioCostaRS
Repente40,_Janoninho
debscsantos,_Janoninho
celsoli66372142,CrisSilvaSJC
Repente40,JRBRONKO
jeorgitogomes,consallys
Du4rteMarcio,Wallcostajf
Waldenilsonrobe,JoaquinTeixeira
Repente40,MarcianoBrito13
jeorgitogomes,cervejadgarrafa
marcelovelacb,Luisoli21929060
wandafolter1950,UdaJuris2022
Ronald82090570,Adriana_SNN
jeorgitogomes,euailze
LciaSou28589004,DCDM115
GLAUCIBARROS15,joaodomenech
FelipeFrazaorj,JoaquinTeixeira
LciaSou28589004,Wagner_R_O
Waldenilsonrobe,Danicarlasou
Repente40,buarqueana13
EdnaApagusmao,aquiflavio
Repente40,MarcianoBrito13
mal_contado,vanzuty
Repente40,joaodomenech
Repente40,NoronhaNoronh4
marcelovelacb,JoaquinTeixeira
Repente40,edsozx
Rosani15245257,CinthiaMagal
FelipeFrazaorj,FelipeFrazaorj
Repente40,OBrizolulista
Repente40,P_de_Plotino
GLAUCIBARROS15,LucianaMSSanch1
tatianedures,BrunoCalixto22
andrejdb1,Karinegtoledo
marcelovelacb,MarloneBHMG
SimonepbiSimone,vniacavalcante
Tricolorspfc00,CinthiaMagal
Du4rteMarcio,JoaquinTeixeira
terezajunquilh2,nostrendsbrasil
Repente40,SamuraiChines
Repente40,sorayabborges
Lia_Bristol,SantosClara14
Ronald82090570,vanete_araujo
NEEMIAS47,psy_fps
GLAUCIBARROS15,DielNascimento4
Rosani15245257,lugubremonotomo
RezendeNathi,Danicarlasou
marcelovelacb,psy_fps
Tricolorspfc00,KaiolOof
taniavitoria,Elainnefaria1
Repente40,TelesCombate
Repente40,_Janoninho
SimonepbiSimone,moreirafk
Repente40,elianeespindo14
babyceara,DruzianMonica
ALDOBELLELI,marcoaurelio969
SimonepbiSimone,ATROMBETA3
debscsantos,lazarorosa25
Repente40,Dan_SK
Repente40,danielmarks17
Cricamg,CrisSilvaSJC
Repente40,joaodomenech
Lia_Bristol,deborahtelles
eng_kelly,consallys
sheila_sadaf,Edu210670
eng_kelly,euailze
EdnaApagusmao,Paulo_Dupont
Silva191485,Suzano_info
lizibschmitt,Edu210670
eng_kelly,DREEZ_171
SimonepbiSimone,olordsnow
Waldenilsonrobe,vanete_araujo
EdnaApagusmao,izaiaasp
RICRBR2,AlexandreGade17
EdnaApagusmao,AspasDireita
LeneHTrin,lazarorosa25
LeneHTrin,cesarcalejon1
LKurudez,_Janoninho
Binho4422,vanete_araujo
eng_kelly,daniduncan
LeneHTrin,marcosaraujjoo
EdnaApagusmao,danoskigil
Simone_only,um_forte
eng_kelly,marcosaraujjoo
LKurudez,_Janoninho
RICRBR2,AlvesContabeis
Binho4422,FelipeFrazaorj
eng_kelly,cesarcalejon1
Arnaldo96251489,ValmorRicadO
eng_kelly,nadiaprado7
EMelorini,_Janoninho
eng_kelly,buarqueana13
bonequi91,cervejadgarrafa
Waldenilsonrobe,Wallcostajf
JosSantanadaS13,_Janoninho
Raquellgynlopes,Danicarlasou
Waldenilsonrobe,MarloneBHMG
eng_kelly,joaodomenech
abnersantosfre,JoaquinTeixeira
juvenalcaon,claudiofalatudo
eng_kelly,_Janoninho
Ademir1956Ap,lazarorosa25
Rebolsominia,Wallcostajf
carlostaurus99,CrisSilvaSJC
vaz_eunice,Rosaniba
bonequi91,claudiofalatudo
eng_kelly,EdsonFilho74
bonequi91,marcosaraujjoo
LeiaRachor,goncalves273
lidibatidao,_Janoninho
Raquellgynlopes,UdaJuris2022
eng_kelly,joaodomenech
Du4rteMarcio,UdaJuris2022
Cizinhah,_Janoninho
celsoli66372142,marcosaraujjoo
eng_kelly,M_Cristian18
LeneHTrin,_Janoninho
Du4rteMarcio,vanete_araujo
eng_kelly,_Janoninho
EdnaApagusmao,ddavidsantoss
amanda_villaca,Kaiqueporto32
LeneHTrin,claudiofalatudo
eng_kelly,lolaescreva
lizibschmitt,GleissonOpus
lidibatidao,lazarorosa25
eng_kelly,joaodomenech
LeneHTrin,buarqueana13
lizibschmitt,IvairSouza4
jef121,Paulo_Dupont
EdnaApagusmao,psmota05
bonequi91,joaodomenech
Waldenilsonrobe,marianelazaro
celsoli66372142,MarcianoBrito13
jef121,JoaquinTeixeira
ivanamorticia,FelipZimmer
AngelaR22007377,BrunoCalixto22
celsoli66372142,RonnyCombate
Du4rteMarcio,JoaquinTeixeira
LKurudez,_Janoninho
IvanMor44139289,MauricioCostaRS
RICRBR2,DCDM115
AngelaR22007377,Luisoli21929060
Raquellgynlopes,AspasDireita
heteromachosim,Wallcostajf
Du4rteMarcio,vanzuty
AngelaR22007377,FelipZimmer
EdnaApagusmao,um_forte
DutraAquiles,_Janoninho
amanda_villaca,CinthiaMagal
Rebolsominia,vanete_araujo
eng_kelly,claudiofalatudo
CrisNR_Hurtado,Danicarlasou
celsoli66372142,MarcianoBrito13
TEATRO1994,_Janoninho
MissRosyF,KaiolOof
AngelaR22007377,KaiolOof
abneralvsf,JoaquinTeixeira
Rebolsominia,Wagner_R_O
lizibschmitt,izaiaasp
suelybianor,NoronhaNoronh4
Rebolsominia,John_N4varro
ProsecutorMaste,marcosaraujjoo
bonequi91,cunha_dil
Du4rteMarcio,euquerenh
maubitencourt,lazarorosa25
twitLacro,JoaquinTeixeira
Bete90071388,marcosaraujjoo
MarioOl52769551,lazarorosa25
amanda_villaca,GleissonOpus
maubitencourt,consallys
Bete90071388,claudiofalatudo
maubitencourt,cervejadgarrafa
dornele6,JoaquinTeixeira
Bete90071388,consallys
Raquellgynlopes,John_N4varro
santossonia407,lazarorosa25
dornele6,JoaquinTeixeira
maubitencourt,buarqueana13
Bete90071388,cervejadgarrafa
All_Star_Yallow,KaiolOof
maubitencourt,daniduncan
conciliele,daniduncan
maubitencourt,joaodomenech
Rebolsominia,FelipeFrazaorj
Rebolsominia,nirlamarques
maubitencourt,EdsonFilho74
conciliele,claudiofalatudo
abneralvsf,Suzano_info
EdmarAlves68,lazarorosa25
PedroJn03433803,John_N4varro
BobNoza,_Janoninho
conciliele,marcosaraujjoo
conciliele,marcosaraujjoo
EdmarAlves68,_Janoninho
MissRosyF,belcrischagas
wandafolter1950,RejaneBP38
conciliele,M_Cristian18
Rebolsominia,Pittyprovesi
MariaSi25970757,_Janoninho
EdmarAlves68,MarcelaSaraivas
rosimei89565688,JoaquinTeixeira
GeorgiaFrancoD1,MauricioCostaRS
EdmarAlves68,_Janoninho
GeorgiaFrancoD1,BrunoCalixto22
conciliele,DielNascimento4
rosimei89565688,BrunoCalixto22
conciliele,CrisSilvaSJC
Waldenilsonrobe,Wagner_R_O
GeorgiaFrancoD1,AppelLuciano
Davi76951202,Kaiqueporto32
EdmarAlves68,cervejadgarrafa
GeorgiaFrancoD1,Danicarlasou
afonsor5hotmai1,LucianaMSSanch1
Waldenilsonrobe,JoaquinTeixeira
LKurudez,velhodoriorj
EdmarAlves68,CarlosS48442375
conciliele,RonnyCombate
GeorgiaFrancoD1,UdaJuris2022
EdmarAlves68,_Janoninho
AmandaLazaroZ,Luisoli21929060
3262paulo2356,consallys
Waldenilsonrobe,AppelLuciano
conciliele,oicram2016
3262paulo2356,lolaescreva
EdmarAlves68,_Janoninho
LIMONGES1,MarloneBHMG
3262paulo2356,cervejadgarrafa
conciliele,giordano_girl
Davi76951202,DinhoBRChannel
EdmarAlves68,consallys
GeorgiaFrancoD1,FelipZimmer
AmandaLazaroZ,Kaiqueporto32
3262paulo2356,MarcelaSaraivas
EdmarAlves68,DREEZ_171
AndreRiemma,Suzano_info
cmbortowski,marcosaraujjoo
CalM29541309,danoskigil
AstralColina,John_N4varro
Hemer22aconta,Elainnefaria1
EdmarAlves68,_Janoninho
Verdugo223,MauricioCostaRS
MeziatMarta,_Janoninho
vlds_jr,cervejadgarrafa
bozo_bot,marcosaraujjoo
bozo_bot,marcosaraujjoo
EdmarAlves68,daniduncan
MeziatMarta,marcosaraujjoo
vlds_jr,marcosaraujjoo
Waldenilsonrobe,GgmAndrews
vlds_jr,claudiofalatudo
ProsecutorMaste,_Janoninho
CalM29541309,maxcilenealves4
AmandaLazaroZ,Elainnefaria1
VernicaQuadro10,_Janoninho
Waldenilsonrobe,joaoeliud
AmandaLazaroZ,KaiolOof
angelamariazach,marcoaurelio969
vlds_jr,joaodomenech
Le_lmfsl,JoaquinTeixeira
ClaudioLinhar19,Edu210670
Francis84008209,_Janoninho
Claudialula13,consallys
AdemarMelo,JoaquinTeixeira
Cricamg,buarqueana13
AstralColina,GleissonOpus
Claudialula13,_Janoninho
Rodrigo33329172,lazarorosa25
bysincerona,lazarorosa25
santossonia407,marcosaraujjoo
bysincerona,consallys
AdemarMelo,UdaJuris2022
bysincerona,euailze
JosSantanadaS13,_Janoninho
bysincerona,DREEZ_171
PedroGomez2210,BrunoCalixto22
AlexBri51894122,_Janoninho
adilsonmz,_Janoninho
bysincerona,cervejadgarrafa
JLefani,UdaJuris2022
Claudialula13,_Janoninho
EdmarAlves68,DielNascimento4
Hemer22aconta,Luisoli21929060
bysincerona,MarcelaSaraivas
Le_lmfsl,Suzano_info
Rodrigo33329172,DielNascimento4
3262paulo2356,claudiofalatudo
bysincerona,cesarcalejon1
EdmarAlves68,cassiooliveir_
JLefani,Suzano_info
AdemarMelo,Wallcostajf
Marlene22046135,Kaiqueporto32
bysincerona,nadiaprado7
EdmarAlves68,ElzaAugusta
Lucyvieira7,JoaquinTeixeira
Waldenilsonrobe,Edu210670
AntoniadePaula7,_Janoninho
bysincerona,joaodomenech
Le_lmfsl,Wallcostajf
bysincerona,_Janoninho
bysincerona,joaodomenech
EdmarAlves68,RonnyCombate
bysincerona,M_Cristian18
mauricioprimo11,Fiuzafirmao2
bysincerona,AngelJones_13
Waldenilsonrobe,GleissonOpus
bysincerona,CrisSilvaSJC
Francis84008209,zurenemanique
DantesHell8,adrianamontesp1
Izabelbelel1,FelipZimmer
bysincerona,joaodomenech
Elzasousa15,consallys
CalM29541309,Na_Kamache
Ademir1956Ap,_Janoninho
lembrandoVoce,lazarorosa25
Hemer22aconta,FelipZimmer
bysincerona,joaodomenech
Le_lmfsl,joaovoltou
Claudialula13,buarqueana13
Marlene22046135,marianelazaro
bysincerona,daniduncan
Elzasousa15,cervejadgarrafa
Andreaasiss0303,joaodomenech
Elzasousa15,euailze
Hemer22aconta,aro_marcia
Ecletica1,FelipZimmer
JLefani,Wallcostajf
lembrandoVoce,cervejadgarrafa
JoseAnd02793053,marcosaraujjoo
Rodrigo33329172,RicardaBatista
Waldenilsonrobe,belcrischagas
Hemer22aconta,IvairSouza4
Elzasousa15,DREEZ_171
Ecletica1,Suzano_info
SaraDut59760541,Danicarlasou
JLefani,CinthiaMagal
JosSantanadaS13,joaodomenech
lembrandoVoce,euailze
bysincerona,didizinhailha
SaraDut59760541,Kaiqueporto32
bysincerona,ElzaAugusta
Le_lmfsl,lugubremonotomo
lembrandoVoce,DREEZ_171
Rodrigo33329172,cassiooliveir_
aquino1976,claudiofalatudo
JosDonizettiVi3,_Janoninho
bysincerona,DielNascimento4
SaraDut59760541,JoaquinTeixeira
JosDonizettiVi3,lazarorosa25
Hemer22aconta,UdaJuris2022
bysincerona,cassiooliveir_
JoseAnd02793053,DielNascimento4
Hemer22aconta,Wagner_R_O
lembrandoVoce,MarcelaSaraivas
Hemer22aconta,AlvesContabeis
bysincerona,_Janoninho
Francis84008209,CarlosS48442375
OGizelly,consallys
Elzasousa15,marcosaraujjoo
bysincerona,MarcianoBrito13
CostaReservista,RachelAndo7
Marlene22046135,Lindasod
cmbortowski,MarcianoBrito13
bysincerona,oicram2016
lembrandoVoce,marcosaraujjoo
OGizelly,_Janoninho
pacato13760420,MarcelaSaraivas
JosDonizettiVi3,cesarcalejon1
bysincerona,fonncllau10
OGizelly,euailze
bysincerona,_Janoninho
AlexBri51894122,_Janoninho
Waldenilsonrobe,linapaulaqueir1
Elzasousa15,buarqueana13
bysincerona,lolaescreva
AstralColina,vanzuty
Marlene22046135,UdaJuris2022
LIMONGES1,Lindasod
VernicaQuadro10,_Janoninho
bpdanielrocha,Danicarlasou
VernicaQuadro10,_Janoninho
lembrandoVoce,nadiaprado7
OGizelly,DREEZ_171
aquino1976,marcosaraujjoo
taldageo,Suzano_info
PatriotaAutnti1,FelipZimmer
Camisa_amarela3,JoaquinTeixeira
bysincerona,OBrizolulista
teammcbiel,JoaquinTeixeira
MissRosyF,joaovoltou
lembrandoVoce,EdsonFilho74
Elzasousa15,cesarcalejon1
SaraDut59760541,KaiolOof
lembrandoVoce,joaodomenech
luisfrancoeng,MauricioCostaRS
vaz_eunice,marcosaraujjoo
bysincerona,_Janoninho
bysincerona,LulaSilvaLivre
Rodrigo33329172,CornetaCritica
AlexBri51894122,_Janoninho
bysincerona,Dan_SK
LKurudez,_Janoninho
bysincerona,Naradmoraes
aquino1976,joaodomenech
celsoli66372142,marcosaraujjoo
bysincerona,MarcianoBrito13
luisfrancoeng,Elainnefaria1
Ecletica1,Wallcostajf
JosDonizettiVi3,OBrizolulista
pacato13760420,lazarorosa25
Ecletica1,Elainnefaria1
bysincerona,CornetaCritica
ANTONIOCAJNIOR1,daniduncan
JosDonizettiVi3,CornetaCritica
bysincerona,RicardaBatista
ANTONIOCAJNIOR1,lazarorosa25
Waldenilsonrobe,ValmorRicadO
pacato13760420,consallys
ANTONIOCAJNIOR1,consallys
GuedesMyrna,_Janoninho
jeanpsebastiao,Karinegtoledo
ACrazyDreamer1,consallys
ACrazyDreamer1,euailze
vaz_eunice,claudiofalatudo
pacato13760420,_Janoninho
Rosani15245257,LucianaSV29
MassisanaLima,BrunoCalixto22
MissRosyF,joao_gabrieltv
pacato13760420,euailze
RobertDCRocha,consallys
ANTONIOCAJNIOR1,cervejadgarrafa
luisfrancoeng,Kaiqueporto32
CelloCastro,_Janoninho
pacato13760420,DREEZ_171
RobertDCRocha,euailze
Dorasil76578668,Luisoli21929060
ANTONIOCAJNIOR1,DREEZ_171
pacato13760420,marcosaraujjoo
MissRosyF,nirlamarques
RobertDCRocha,cervejadgarrafa
AlexBri51894122,_Janoninho
pacato13760420,claudiofalatudo
luisfrancoeng,AppelLuciano
CeticoLover,lazarorosa25
AlexBri51894122,_Janoninho
pacato13760420,_Janoninho
Doryssantos3,MauricioCostaRS
RobertDCRocha,DREEZ_171
Marcinha_Mazz,Suzano_info
pacato13760420,_Janoninho
RobertDCRocha,claudiofalatudo
Duyoungit,euailze
CeticoLover,cesarcalejon1
RobertDCRocha,MarcelaSaraivas
ANTONIOCAJNIOR1,MarcelaSaraivas
pacato13760420,_Janoninho
Duyoungit,cervejadgarrafa
RobertDCRocha,marcosaraujjoo
Francisdemocrac,CornetaCritica
pacato13760420,_Janoninho
luzia_teofilo,vanete_araujo
RobertDCRocha,buarqueana13
luisfrancoeng,vanzuty
CeticoLover,_Janoninho
pacato13760420,daniduncan
Dorasil76578668,vanzuty
RobertDCRocha,daniduncan
bysincerona,adamoantonioni
Duyoungit,DREEZ_171
Doryssantos3,BrunoCalixto22
pacato13760420,nadiaprado7
RobertDCRocha,nadiaprado7
Francisdemocrac,OBrizolulista
ANTONIOCAJNIOR1,claudiofalatudo
Dorasil76578668,UdaJuris2022
JosSantanadaS13,lazarorosa25
RobertDCRocha,EdsonFilho74
pacato13760420,buarqueana13
RobertDCRocha,joaodomenech
RobertDCRocha,CornetaCritica
angelamariazach,MauricioCostaRS
Marcinha_Mazz,FelipZimmer
pacato13760420,MarcianoBrito13
ANTONIOCAJNIOR1,marcosaraujjoo
celestinoAB,JoaquinTeixeira
KarineL78420859,JoaquinTeixeira
Duyoungit,cesarcalejon1
bysincerona,CrisSilvaSJC
pacato13760420,adamoantonioni
CeticoLover,consallys
bysincerona,OBrizolulista
CeticoLover,cervejadgarrafa
ANTONIOCAJNIOR1,nadiaprado7
pacato13760420,joaodomenech
bysincerona,JosDonizettiVi3
pacato13760420,EdsonFilho74
angelamariazach,BrunoCalixto22
pacato13760420,CornetaCritica
RitaPontes11,Suzano_info
ANTONIOCAJNIOR1,cesarcalejon1
pacato13760420,joaodomenech
CeticoLover,DREEZ_171
Cricamg,adamoantonioni
pacato13760420,_Janoninho
bpdanielrocha,Wallcostajf
Marcinha_Mazz,DCDM115
pacato13760420,CrisSilvaSJC
ANTONIOCAJNIOR1,buarqueana13
KarineL78420859,Kaiqueporto32
pacato13760420,_Janoninho
Rosimeyre2120,eoliveira2003
bpdanielrocha,KaiolOof
luisfrancoeng,EstelaEuMesmaSC
celsoeduadvogad,JoaquinTeixeira
MILIANC6,JoaquinTeixeira
LIMONGES1,joaovoltou
gleison_cunha,Danicarlasou
Duyoungit,buarqueana13
Andreaasiss0303,_Janoninho
MassisanaLima,Danicarlasou
ootremcaioxx,consallys
CeticoLover,buarqueana13
Ohannaa98,Elainnefaria1
luzia_teofilo,marianelazaro
ootremcaioxx,lazarorosa25
ootremcaioxx,euailze
Hemer22aconta,usergolftango
Dorasil76578668,DCDM115
AndreRiemma,CinthiaMagal
um_forte,um_forte
ootremcaioxx,daniduncan
Dorasil76578668,Kaiqueporto32
Ohannaa98,Luisoli21929060
Ohannaa98,JoaquinTeixeira
RitaPontes11,UdaJuris2022
Edson34167717,Suzano_info
Edson34167717,Danicarlasou
Duyoungit,nadiaprado7
bpdanielrocha,John_N4varro
Ohannaa98,vanete_araujo
JosephP16662786,Suzano_info
CeticoLover,joaodomenech
CeticoLover,_Janoninho
pacato13760420,MarcianoBrito13
Ohannaa98,GleissonOpus
ootremcaioxx,MarcelaSaraivas
pacato13760420,joaodomenech
Ecletica1,MarloneBHMG
ootremcaioxx,cervejadgarrafa
pacato13760420,Rosaniba
helisimulator,MauricioCostaRS
pacato13760420,giordano_girl
Ohannaa98,belcrischagas
pacato13760420,JRBRONKO
AndreRiemma,belcrischagas
Ohannaa98,maxcilenealves4
ootremcaioxx,adamoantonioni
Rosani15245257,Tricolorspfc00
vaz_eunice,joaodomenech
GuedesMyrna,zurenemanique
Duyoungit,DielNascimento4
Alessan51716001,Suzano_info
ootremcaioxx,buarqueana13
AstralColina,Karinegtoledo
ootremcaioxx,CrisSilvaSJC
Ohannaa98,WillianWillCG
AstralColina,JoaquinTeixeira
MassisanaLima,JoaquinTeixeira
Ohannaa98,izaiaasp
Ohannaa98,euquerenh
Francisdemocrac,JosDonizettiVi3
AstralColina,LeoewalF
Ohannaa98,LueltonB
MassisanaLima,JoaquinTeixeira
Ohannaa98,joao_gabrieltv
Alessan51716001,Luisoli21929060
suelybianor,MarcelaSaraivas
Ecletica1,goncalves273
UemmegaU,JoaquinTeixeira
Ecletica1,Wagner_R_O
Ohannaa98,Christi59322080
Ecletica1,CinthiaMagal
SoniaKraucher,_Janoninho
andreccaldeira,Suzano_info
Ohannaa98,joaovoltou
Celia_Santana2,edmar_louzada2
gabrielpaulo221,Wallcostajf
conciliele,OBrizolulista
AnaRuthAlmeida1,_Janoninho
direita_ver,Elainnefaria1
Ecletica1,EstelaEuMesmaSC
Marangon23,Suzano_info
direita_ver,Danicarlasou
NEEMIAS47,EMorengueira
Hemer22aconta,aurireis
rooseveltribam3,joaodomenech
Ohannaa98,AndreLuisfr22
paulaasssompcao,Danicarlasou
Alessan51716001,aro_marcia
JOAOACOSTA19,BrunoCalixto22
direita_ver,FelipZimmer
amerciapps,MarcelaSaraivas
DutraAquiles,MarcelaSaraivas
Elizabe06814312,BrunoCalixto22
Ohannaa98,Lindasod
amerciapps,cesarcalejon1
DutraAquiles,daniduncan
amerciapps,lazarorosa25
BobNoza,_Janoninho
CeticoLover,MarcelaSaraivas
MassisanaLima,aro_marcia
Elizabe06814312,UdaJuris2022
DutraAquiles,cesarcalejon1
JosephP16662786,Suzano_info
DutraAquiles,lazarorosa25
amerciapps,DREEZ_171
DutraAquiles,consallys
amerciapps,claudiofalatudo
MassisanaLima,marianelazaro
Ohannaa98,LidiaConta
amerciapps,nadiaprado7
gleison_cunha,FelipZimmer
BobNoza,_Janoninho
JOAOACOSTA19,Suzano_info
amerciapps,daniduncan
gabrielpaulo221,nayarathaf
gleison_cunha,JoaquinTeixeira
amerciapps,buarqueana13
luzia_teofilo,John_N4varro
DavidSa35681946,consallys
amerciapps,joaodomenech
Ohannaa98,Tricolorspfc00
DavidSa35681946,lazarorosa25
RICRBR2,Fiuzafirmao2
conciliele,joaodomenech
amerciapps,EdsonFilho74
DavidSa35681946,cervejadgarrafa
MarcoAn52862258,cervejadgarrafa
Dougz_CR,FelipZimmer
allanvitorgtr,lazarorosa25
Verdugo223,Christi59322080
DavidSa35681946,marcosaraujjoo
MarcoAn52862258,marcosaraujjoo
DavidSa35681946,euailze
Ohannaa98,Livco
DavidSa35681946,daniduncan
DavidSa35681946,DREEZ_171
Ohannaa98,sueli06832725
amerciapps,_Janoninho
EMorengueira,Elainnefaria1
MarcoAn52862258,claudiofalatudo
allanvitorgtr,DREEZ_171
amerciapps,joaodomenech
EMorengueira,JoaquinTeixeira
allanvitorgtr,cervejadgarrafa
amerciapps,adamoantonioni
amerciapps,zurenemanique
allanvitorgtr,cesarcalejon1
amerciapps,CornetaCritica
allanvitorgtr,nadiaprado7
marcia_gueiros,consallys
amerciapps,CrisSilvaSJC
edsalex,JoaquinTeixeira
marcia_gueiros,lazarorosa25
MovimentoAcao,BrunoCalixto22
amerciapps,OBrizolulista
Brenoguerraaju,marianelazaro
OsvaldoLimaJni1,FelipZimmer
Eusoubrunoooo,Kaiqueporto32
marcia_gueiros,cervejadgarrafa
luzia_teofilo,GleissonOpus
MovimentoAcao,DCDM115
marcia_gueiros,_Janoninho
_Fran_Marinha,Suzano_info
Eusoubrunoooo,John_N4varro
amerciapps,DielNascimento4
lohanasantos90,consallys
MariaSi25970757,_Janoninho
amerciapps,cassiooliveir_
MassisanaLima,KaiolOof
_Fran_Marinha,CinthiaMagal
amerciapps,M_Cristian18
EMorengueira,FelipZimmer
Ohannaa98,rafurss
marcia_gueiros,euailze
_Fran_Marinha,Elainnefaria1
BobNoza,_Janoninho
Ohannaa98,mjmacul_lima
MassisanaLima,GleissonOpus
JosSantanadaS13,_Janoninho
MassisanaLima,mimidias2405
amerciapps,CarlosS48442375
amerciapps,didizinhailha
myagaucha,JoaquinTeixeira
luzia_teofilo,belcrischagas
amerciapps,_Janoninho
Ohannaa98,ddavidsantoss
MarcioBrasilei3,MarloneBHMG
amerciapps,_Janoninho
marcia_gueiros,marcosaraujjoo
_Fran_Marinha,JoaquinTeixeira
marcia_gueiros,DREEZ_171
_Fran_Marinha,BrunoCalixto22
marcia_gueiros,MarcelaSaraivas
nadiaprado7,OBrizolulista
Alessan51716001,Edu210670
Elizabe06814312,rexbonafide
Ohannaa98,juliartmy
MarcoAn52862258,joaodomenech
amerciapps,ElzaAugusta
Alessan51716001,linapaulaqueir1
ootremcaioxx,joaodomenech
amerciapps,_Janoninho
ootremcaioxx,nadiaprado7
Americaservicos,iAvancaBrasil
amerciapps,MarcianoBrito13
Ohannaa98,claryene
amerciapps,oicram2016
_Fran_Marinha,goncalves273
ProsecutorMaste,lazarorosa25
ootremcaioxx,cesarcalejon1
Ohannaa98,Fran_apropria
amerciapps,giordano_girl
ootremcaioxx,lolaescreva
Alessan51716001,vanzuty
bozo_bot,marcosaraujjoo
gleison_cunha,EstelaEuMesmaSC
MarcoAn52862258,marcosaraujjoo
ootremcaioxx,joaodomenech
mauricioprimo11,Suzano_info
amerciapps,lolaescreva
Ohannaa98,Amoresvidafeliz
MeirielynBueno,Kaiqueporto32
Elizabe06814312,marianelazaro
amerciapps,_Janoninho
amerciapps,joaodomenech
amerciapps,JosDonizettiVi3
domit_37,FelipZimmer
amerciapps,Rosaniba
Ohannaa98,lugubremonotomo
amerciapps,TiciaEvans
Ohannaa98,FturleLacerda
_Fran_Marinha,euquerenh
Alessan51716001,AlvesContabeis
amerciapps,RicardaBatista
gleison_cunha,LeoniceMariana1
amerciapps,OBrizolulista
ffranklinoliv27,FelipZimmer
amerciapps,OceanAlves
Francisdemocrac,joaodomenech
amerciapps,_Janoninho
amerciapps,MarcianoBrito13
Pitchucky,CornetaCritica
Ohannaa98,Sampafalke
gleison_cunha,John_N4varro
Ohannaa98,deborahtelles
Alessan51716001,Sampafalke
Pitchucky,CrisSilvaSJC
Pitchucky,OBrizolulista
Ohannaa98,Tricolorspfc00
Dougz_CR,JoaquinTeixeira
Ohannaa98,JulianaAmorasP
Catarina_47,_Janoninho
MadeiraNicolle,MauricioCostaRS
domit_37,Danicarlasou
Bete90071388,marcosaraujjoo
Bete90071388,marcosaraujjoo
LIMONGES1,OliverNoronha
MadeiraNicolle,JoaquinTeixeira
hummingbird_cc,AlvesContabeis
Pitchucky,DielNascimento4
AnnieDuarte14,Wallcostajf
GabyMalves,JoaquinTeixeira
Dougz_CR,DCDM115
Pitchucky,ElzaAugusta
TSBorGS,MauricioCostaRS
Pitchucky,cassiooliveir_
MeirielynBueno,GleissonOpus
Pitchucky,M_Cristian18
RogerioScarabe1,vanete_araujo
Elizabe06814312,Paulo_Dupont
4rrud4,cervejadgarrafa
TSBorGS,BrunoCalixto22
Hemer22aconta,John_N4varro
helisimulator,JoaquinTeixeira
Lia_Bristol,Livco
Elizabe06814312,IvairSouza4
Almir_del,_Janoninho
IsabelCaceffo,MauricioCostaRS
vini__vargas,JoaquinTeixeira
JoseAnd02793053,_Janoninho
Fran85498135,BrunoCalixto22
